source_id,title,committee,location,start_time,end_time,members_only,sign_up,description,art
108171,4FunCie,4FunCie,Kinderboerderij Noord Enschede,2026-05-02T11:00:00Z,2026-05-02T14:00:00Z,true,false,"Dear Animal Enjoyers 

Ever wondered what it’s like to spend an afternoon surrounded by animals without any real responsibilities? Or just looking for something easy going to do? Then the Kinderboerderij Enschede-Noord 🐎  might be exactly what you need.

With a wide variety of animals, this Petting Zoo is a perfect place to enjoy the warm spring weather, get some fresh air, and take a break from the start of the new module, see you there! :DogWave: 

**Details:**
**Date:** 2nd of May
**Time:** 13.00
**Location:** - Vanekerbeekweg 15",
108170,Horan Jagen Super Laser Pubquiz 3,Member's initiative,Esports Lounge Twente,2026-04-29T17:00:00Z,2026-04-29T20:00:00Z,true,false,"You better be there

Date: April 29th
Time: 19:00
Location: Esports Lounge Twente
https://www.youtube.com/watch?v=pf9fa6oqI-c",
108166,4FunCie flunkyball,4FunCie,Esports Lounge Twente (but then outside),2026-04-23T17:00:00Z,2026-04-23T20:00:00Z,true,true,"Dear Ballers and/or Borrelaars of Blueshell,

Do you like some evening fun in the form of sports? Or are you more a fan of the 3rd half drink of your average weekend league match? Luckily both can be combined with this beautiful student sport called Flunkyball! 🍻  (or Klonkieball for more traditional Enschede people 🇳🇱 ) **Join in our 4FunCie Flunkyball Tournament for an evening of 'competitive' shenanigans and casual 'sport' related drinking activities!** (Do not feel pressured to drink as joining in with other drinks is also possible!)

Team size and team formation will be based on the amount of people that will sign up, therefore signup is solo with preferred teammates. (and if you do not like your team unlucky, should have just been a better player 

So join our Flunkyball evening! ⚽ 🧃 

Details:
- **Date:** 23rd of April
- **Time:** 19:00
- **Location:** Gathering in the Lounge, and off to the field we go!
- **Costs:** **€ 0,- !!!!!**",108166.webp
108167,Map Madness,MCie,Discord,2026-04-21T17:00:00Z,2026-04-21T20:00:00Z,true,false,"Hello Minecraft Enjoyers!
Do you want to play minecraft, but dont know what to play??
Do we have the event for you!!! On the **21st of April** we will be playing Map madness!!
Where we play a map for about 30 minutes, and rotate to another map 😄
Come play some Tag, Splatoon or Ski Long Jumping. Which one will come first, the wheel will decide!!
The Event will start at **20:00** so be there when it starts!!

Date: 21st of April
Time: 20:00
IP: 193.123.34.253
Fun: yes that is included
Wheel: go spinnnn
MCie: best Cie
I am: hyped for the cooking map
Hoodies: when?
Location: Discord
Promo: good?",
108168,Cosplay Gamenight,LegaCie,Esports Lounge Twente,2026-04-20T17:00:00Z,2026-04-20T20:00:00Z,true,false,"Hey there everyone,

LegaCie is back from a hiatus with a Cosplay Gamenight! Just like any ordinary gamenight, we will have a variety of setups and activities ready for you. This time with a creative twist, you will have the chance to show off your best or worst cosplays or just vibe. You can of course always show up as an ordinary joe with a Burger King crown, we will not stop you.

Whether you come dressed up or not, it is all about hanging out, playing games, and enjoying a relaxed evening together.

So bring your friends, take a break from all those pesky exams, and come unwind with us.

See you soon!!!

-LegaCie",
108165,Bata-bbq,Member's initiative,"Bijleveldsingel 157, Nijmegen",2026-04-18T15:00:00Z,2026-04-18T18:00:00Z,true,false,"Hello BataBinks from Blueshell!

We from the Batacie come with an amazing event while not running bata as it coincides with a certain lan...
On the 18th of april we invite you to come and join for a Barbeque with our sister association in Nijmegen. The event is FREE and will be hosted at Bijleveldsingel 157. 
Blueshell can arrange carpooling or other travel options

Sing up form: https://forms.gle/LWG4mCUJiz7NyyMm8",
108164,Super Mario Galaxy Movie,NintenCo,Vue Enschede,2026-04-17T18:30:00Z,2026-04-17T20:40:00Z,true,true,"Nintenco is organizing a watchparty for the Super Mario Galaxy Movie. Join us for a fun movie night at the Vue when the film is in theatres.
Exact time and costs will be confirmed later when we can book for that date.
Sign up via the [form](https://esa-blueshell.nl/events#108164) with an estimation, you can also sign up if you already will pay yourself!
Hope to see you there!",108164.webp
108169,VGMQ,DegeneraCie,Discord,2026-04-11T18:30:00Z,2026-04-12T20:00:00Z,true,false,"Gomen'nasai, 

Our name is DegeneraCie-sama.  Tomorrow 11nd of April at 20:30 sharp, we have another videogame music quiz and anime music quiz ready for you. S-Su-Sumimasen for the short notice. 😳 

What is videogame music quiz? All of the most popular music found in video games will be played and you have to guess the game it is from as soon as possible. You can make an account already and see for your self:  https://www.vgm-quiz.com/play/

What is anime music quiz? Well, first of all, total degeneracy and also a quiz to test how well you remember the openings of your favourite Vietnamese rice paper drawings. Sign up here: https://animemusicquiz.com/


 Thrown your sanity out of the window? Join us to play together in a discord call! 

Faithfully yours,
DegeneraCie",
108162,Committee Gamenight,Member's initiative,Esports Lounge Twente,2026-04-01T17:00:00Z,2026-04-01T20:00:00Z,false,false,"From Mario Kart tournaments, to Pubcrawl, anything is possible at Blueshell! Our amazing events are due to the active members of Blueshell that carry event hosting. This 1st of April we will have a gamenight, where you can bring your friends along, as it is an OPEN event!! At this gamenight we will have activities such as jackbox, till mario kart. When visiting the setups, and playing, you can gain a stamp, and when you have collected all the stamps, you will be able to cash in one free drink (excluding Viper)! Come visit us, show off the lounge to your friends, and have a fun night of gaming and yapping.
Time: 19.00
Date: 1st of April
Location: Esports Lounge Twente",
108158,Murder on the Dancefloor,Member's initiative,ELT,2026-03-31T17:00:00Z,2026-03-31T20:00:00Z,true,false,"## Murder on the dance floor!
The time of year where SacrifiCie hosts its famous **murder mystery night** has come once again. Join us for a night of dancing and hanging out with friends, but beware, because a dangerous individual is on the loose! Will you be able to **solve the murder**? Or will you be next?
Join the murder mystery night and put your detective skills to the test!

**Make sure to sign up to participate! ->**

📆 March 31th
🕖 19:00
📍 Esports Lounge Twente",
108160,Mario Party Night,NintenCo,Esports Lounge Twente,2026-03-23T18:00:00Z,2026-03-23T21:00:00Z,true,false,"Are you ready to jump into a world of fun, friendship, and (maybe not so) friendly rivalry!?👀  Because Nintenco is hosting the ultimate Mario Party and you're invited! <:POGGERS:657733730491826186>  Whether you're a party pro or just looking to make some new friendships (and ruin old ones), this is the event for you!

Expect tons of Mario Party games from the classics on the gamecube all the way to the more modern titles on the Switch 2. 

The Ultimate Mario Party will take place on the 23rd of march in the Esports Lounge Twente starting from 19:00 and ending around 22:00
So be there and prove you're the SuperStar! <:ShellyStar:669642938216742934>

Date: 23rd of March
Time: 19.00
Location: ELT",108160.webp
108159,Team Liquid - AWTF Tour,Member's initiative,Alienware Training Facility,2026-03-20T10:30:00Z,2026-03-20T12:00:00Z,true,true,"**Team Liquid Facility Visit**

Hey everyone 👋

Remember that Team Liquid presentation on the 16th? Well, it gets better.

**TEAM LIQUID** is opening the doors to their **Alienware Training Facility** in Utrecht. 🏟️

This is where the pros train. The setups, the coaching rooms, the whole operation. You'll get a behind-the-scenes look at what a world-class esports facility actually looks like, guided by Menno Wielhouwer, Director of New Business Development at **Team Liquid**. 🧠

📆 March 20th
🕦 11:30 - 13:00
📍 Alienware Training Facility, Utrecht

Spots are limited to **15 people**, so sign up fast. First come, first served. ⚡

A few things to keep in mind:
- Travel to Utrecht is on your own (and at your own cost)
- This is an active workplace, so be respectful. People will be working there
- Do NOT approach anyone for autographs or selfies, even if you're a die-hard fan. If this happens, we'll have to ask you to leave

This is a once-in-a-lifetime opportunity to step inside one of the biggest esports organizations in the world. Don't miss it 👀",108159.webp
108161,Among Us!,Member's initiative,Discord,2026-03-18T19:00:00Z,2026-03-18T21:00:00Z,true,false,"Come join SacrifiCie for a spirited game of Among Us! 
Will you be able to evade the imposter? Or can you find out who it is in time? Practice your detective skills in time for the Murder Mystery Night and come hang out and chill together, or join with your friends so you can finally kill them first when you become the imposter. 

When: 18th of March, 20:00
Where: Blueshell discord",108161.webp
108155,Team Liquid Presentation,Member's initiative,Esports Lounge Twente,2026-03-16T18:00:00Z,2026-03-16T20:00:00Z,false,false,"Hey everyone :wave:

On March 16th, we're hosting an evening that might actually change how you think about esports.

**TEAM LIQUID** is coming to the ELT. :fire:

The topic? One of the biggest debates in the scene right now: Esports vs. Topsport. Are they really that different? Mental coaching, performance structures, professionalization - Menno Wielhouwer, Director of New Business Development at **Team Liquid**, is going to break it all down. :brain:

And yes, there's a Q&A. Come with your takes. :microphone:
:calendar: March 16th
:clock7: 19:00 - 21:00
:round_pushpin: Esports Lounge Twente

Free to attend, open to everyone. Members and non-members both welcome, so bring someone along. :handshake:

Don't sleep on this one. :eyes:",108155.webp
108156,Half Year GMM,Board,Spiegel 03,2026-03-13T18:00:00Z,2026-03-13T22:00:00Z,true,false,"Dear Member

As the half year approaches, we will also need to reflect on what has happened and want to present you with our plans for the coming half year. Thus the Half Year General Member Meeting will be hosted on the **13th of March at 19.00 at Spiegel 03** (Drienerlolaan 5, 7522 NB )

**What is a GMM?**
The GMM is a general meeting of an association in which all members are invited. Each member has a right to vote on important topics which could influence the future of the association. In general, members are able to discuss (enacted and upcoming) policy plans or raise important questions and issues with regards to the association.

Please check the email you should have received. Attached to it is a drive folder which you should be able to access. In this folder the following documents are shared:  Change GMM Minutes 2025-2026; HGMM Agenda 2025-2026; Half Year Report 2025-2026; Half Year Budget Report 2025-2026; Blueshell Esports - Statuten changes 2026 (Dutch Only). If you did not receive this email, or cannot access the drive, please refer to #board-questions

Should you have any inquiries or comments regarding the contents of the documents, kindly direct your correspondence to secretary@blueshell.utwente.nl.

Should you not be able to attend but still want to participate in the discussions, don't forget that you can authorize another member to represent you. Inform the board beforehand via email or Discord, stating who you want to represent you. Each member can hold a maximum of 2 authorizations. Emails can be sent to board@blueshell.utwente.nl.

As per Article 11a of the Blueshell House Rules, motions must be submitted in writing and signed by at least 5 members before the GMM.

We look forward to your attendance and active participation in this important meeting! Your input and engagement are invaluable to our association's future.

Kind regards,
Board 9",
108157,Minecraft Bingo,MCie,Discord,2026-03-10T19:00:00Z,2026-03-10T21:00:00Z,true,false,"MCie has heard your demands! Another rerun of the great hunt for who is the best at bingo will start. Bring your pen, bring your paper, and most important of all, bring your Minecraft knowledge and speed to get the best and most bingo's of the run. We are going to try out a new mod, Yet Another Bingo, and see if this is a possibility for a newer breath into the older bingo variations. From redstone, to an dragon egg, what will be on your bingo card to conquer? We will host it as always in different variations, so do not worry if you feel like you have not enough skill. 

Let's have a fun evening of competitive bingo with some vanilla Minecraft!

Date: 10th of March
Time: 20.00
IP: 193.123.34.253
Location: Discord",108157.webp
108152,Girls Night,Member's initiative,Discord,2026-03-08T19:00:00Z,2026-03-08T21:00:00Z,true,false,"Dear lovely members of Blueshell,

come celebrate international women's day with us! 
We will be having a fun online gamenight, where we can play games like League of Legends or Valorant, or even play some cozy games like sims or stardew valley together. The girls night is a great opportunity for women in Blueshell to bond more with the other women in the association, however anyone respectful is welcome, regardless of gender! 
Come represent your femininity, and join for a fun night of gaming!

When: Sunday 8th of March, 20:00
Where: Blueshell Discord
Who: Everyone!
<@&1159476090700578817> <@&852610730266984458>",108152.webp
108153,LAN Party x Inter-Actief,Board,"Smart XP, University of Twente",2026-03-06T19:00:00Z,2026-03-08T19:00:00Z,true,true,"Blueshell is joining Inter-Actief for a full weekend LAN at Smart XP. Bring your own PC and compete across five games for ELO points on a live leaderboard. Outside of competitive slots, grab a table and game freely or hang out in the chill corner. PC pickup service is available for a small fee.

The full schedule:
- Friday: 20:00 start. Minecraft Death Swap (competitive, ELO) from 22:00 to 00:00. Tostis at 01:00.
- Saturday: Brunch 09:30–13:30. One-armed Cook at 15:00. Dinner by the cooking club (burritos) at 18:00. Tank Team at 20:00. Tostis at 01:00.
- Sunday: Brunch 09:30–13:30. Rainbow 6 at 16:00. Self-made fries at 18:00. Prize ceremony at 19:00 based on the full weekend leaderboard.

LAN-wide game throughout the weekend: Supermarket Together.

Costs: brunch €3 per session, burritos €1, fries €3, PC pickup €3. Select your extras in the sign-up form below.

**Only 30 people, so be fast!**",108153.webp
108143,Karaoke Night!,Member's initiative,Next Level,2026-03-05T18:00:00Z,2026-03-05T21:00:00Z,true,true,"Hello all o/

Even though the DisCo has perished ;-; 💀, there’s still a ton of amazing singers in this here association!!! 
For this reason we bring you a special karaoke event, so don’t be shy, come by!
This event will be hosted at Next Level in the city center in one of their private karoake rooms 😮 it’ll just be us chilling and singing :)

-The Jolly Old Man  - Joris

Where: Next Level
When: march 5th 19:00-22:00
Who: Everyone who loves to sing!
Why: Because I felt like it :beauties: 
Cost: €5 
Payment Link: https://www.ing.nl/payreq/m/?trxid=KDI3E7rnKDTgDdjirnYxpaCtYLBxpeiR",108143.webp
108151,Board Interest Dinner,Board,Esports Lounge Twente Board Room,2026-03-04T18:00:00Z,2026-03-04T21:00:00Z,true,true,"As we are entering the last half year, we want to start searching for our successors. Our half-time board is searching for YOU, the enthousiast, the inspired and most importantly, the YOU you want to become! We invite anyone to our dinner we will have in the Board room, potentially your new working space. You are not bonded yet to anything, we will give you the info you will need, with some nice dinner, and answer your questions. 

We only ask you to sign up, and let us know what your allergies are. No costs!

Date: 4th of March
Time: from 19.00
Place: Board room (Esports Lounge Twente)",
108150,Deep Rock Galactic: New Season!,Member's initiative,Esports Lounge Twente/Online,2026-03-02T18:00:00Z,2026-03-02T21:00:00Z,true,false,"Good day Miners,
HQ got a new mission for you. New discoveries on Hoxxes require your urgent attention. 
You’re delving into a brand new planetary region, pursuing new riches, and facing off those who might stand in the Company’s way.

 The Company has detected a new material that was recently unearthed by a series of planetwide tectonic shifts. Huge deposits of Resinite have been discovered all over Hoxxes.
Delve underground, seek out the Resinite Masses, dig them free, and extract them via the lift rockets we send down to assist in the endeavor. We’ve got no equipment to triangulate the exact location of Resinite Masses, so keep your eyes peeled for great amber chunks sticking out of the ground.

Next to that a new planetary region has been discovered, and management has approved the Ossuary Depths for extraction operations. This gloomy new biome is home to a grim collection of skeletal remains gathered from all over Hoxxes. And among these dusty bones lives a new threat: The Ossirans.

These bugs come in two variants hostile towards you dwarves. The first is a winged menace is capable of swarming you from above and below. It’s an agile threat when flying through the air, and its thick outer shell allows it to put up a strong defense when grounded. The second a larger variant of Ossiran lies in wait just below the surface, ready to ambush any dwarf that wanders too close. Its jaws are strong enough to incapacitate, and it’ll take a good chunk out of your health if it catches you.

Join us on March 2nd 19:00 at the predator Esports Lounge (or online) Miners when we venture unto these unknown caverns and gather the Resinite masses!",
108149,Scouting Grounds Other Games,Member's initiative,Esports Lounge Twente,2026-02-22T14:00:00Z,2026-02-22T18:00:00Z,false,false,"Have you always wanted to play your favorite title in an esports team but is there never any opportunity to find others to play with? Then this Scouting grounds might be the solution! Blueshell, together with ETT, is hosting a special Scouting Grounds event for everyone to explore titles outside of the four main titles that are being played in the Dutch College Esports Series! Think about titles like Overwatch, Apex Legends, Clash Royale or basically anything else. Even if you aren't interested in joining a team but simply want to enjoy an afternoon of gaming while also exploring different titles you are free to join! OPEN FOR EVERYONE

Date: 22nd of February
Time: 15.00
Location: Esports Lounge Twente (or online)

Signup Link: https://forms.gle/qadr7RYrP7JFn86N8",
